Bday1 Bday2 Bday3 Bday4 Bday5 Bday6 Bday7 Bday8 Bday9 Bday10 Bday11 Bday12 Bday13 Bday14 Bday15 "Same Birthday"
180 116 290 80 308 166 338 287 285 158 220 23 14 291 69 "No Match"
302 294 360 154 76 300 151 47 152 126 334 135 186 363 247 "No Match"
282 88 68 286 155 289 331 79 229 216 58 13 239 85 307 "No Match"
276 156 230 285 259 168 40 212 165 282 321 70 17 182 48 "No Match"
365 99 159 245 351 232 346 230 169 303 103 39 322 16 161 "No Match"
358 89 326 352 111 326 62 115 217 238 302 171 90 171 139 Match
137 285 171 91 37 91 81 329 221 52 316 272 158 113 208 "No Match"
284 231 221 283 4 290 12 317 177 340 341 254 264 229 348 "No Match"
9 28 251 160 283 216 280 272 34 21 50 233 88 202 252 "No Match"
136 50 12 227 112 230 221 6 267 8 318 105 224 306 337 "No Match"
150 58 310 32 312 212 70 69 255 199 110 131 363 154 314 "No Match"
136 230 163 232 163 139 365 274 277 238 137 365 195 267 336 Match
166 339 9 286 164 10 310 49 201 285 29 308 62 149 274 "No Match"
54 320 36 281 346 39 166 83 9 38 257 128 65 82 280 "No Match"
338 85 81 188 208 270 122 249 72 161 66 165 228 171 76 "No Match"
110 339 297 146 168 331 223 76 332 118 94 198 302 152 20 "No Match"
194 189 137 88 10 362 105 197 146 40 24 139 162 177 50 "No Match"
37 273 248 155 48 319 356 115 231 312 147 181 175 47 348 "No Match"
333 253 54 76 124 220 265 56 45 261 337 262 37 64 75 "No Match"
288 149 13 167 337 354 81 81 82 6 267 242 25 362 26 Match
216 99 50 222 260 233 115 351 238 322 46 149 310 91 231 "No Match"
116 34 81 105 97 301 235 262 249 41 311 111 279 263 62 "No Match"
359 325 39 77 102 338 144 217 65 220 67 61 288 122 74 "No Match"
345 298 344 353 142 140 223 11 258 232 197 253 268 170 250 "No Match"
278 47 95 222 116 282 63 31 6 352 361 283 68 307 241 "No Match"
302 313 248 271 327 255 269 341 314 17 111 9 183 89 102 "No Match"
94 351 29 91 296 312 105 328 154 215 75 74 258 36 28 "No Match"
213 178 262 38 356 360 330 161 21 285 5 125 132 173 259 "No Match"
177 249 95 10 294 363 46 160 156 153 44 72 299 87 124 "No Match"
44 94 228 233 143 346 242 182 117 87 323 277 188 107 7 "No Match"
156 63 159 144 138 333 295 72 223 16 365 211 188 94 9 "No Match"
303 242 65 200 120 103 69 241 344 271 12 314 61 219 117 "No Match"
318 266 83 151 334 191 270 125 348 219 98 176 309 229 110 "No Match"
172 225 292 308 275 8 348 354 336 146 22 333 242 365 337 "No Match"
78 260 120 115 281 257 36 355 163 291 193 157 234 257 236 Match
69 22 48 313 86 219 163 86 79 82 187 198 299 250 51 Match
106 220 57 241 94 21 265 10 146 186 299 52 81 99 203 "No Match"
141 215 152 303 269 111 98 91 24 15 119 72 141 137 265 Match
238 145 19 196 207 266 194 174 43 43 118 297 355 201 263 Match
338 222 240 216 315 235 242 4 345 260 131 195 117 9 4 Match
259 312 65 26 156 71 347 164 71 2 205 362 148 178 12 Match
238 122 246 298 320 87 319 240 245 191 241 247 229 126 273 "No Match"
327 349 19 154 118 26 43 37 335 286 105 171 316 214 134 "No Match"
334 156 189 130 243 202 115 88 161 236 11 6 33 224 233 "No Match"
243 28 196 250 360 107 148 232 138 241 257 184 137 190 216 "No Match"
282 142 114 89 42 142 144 224 3 124 167 233 320 79 17 Match
197 319 198 309 196 326 282 248 302 72 222 281 129 17 228 "No Match"
135 188 12 45 164 339 208 97 224 267 23 70 242 286 159 "No Match"
329 361 130 4 135 298 94 254 285 141 57 30 20 158 219 "No Match"
298 85 64 210 37 177 300 325 166 218 2 113 136 227 127 "No Match"
221 358 356 265 193 329 236 336 104 284 357 19 305 324 201 "No Match"
15 266 28 196 56 137 319 128 130 33 85 268 238 344 103 "No Match"
9 42 205 161 22 191 104 266 258 46 181 180 193 111 140 "No Match"
335 311 22 253 147 243 32 265 144 357 274 245 262 67 365 "No Match"
257 98 267 332 268 114 364 158 231 16 215 275 231 365 133 Match
308 354 41 360 107 192 291 231 292 40 87 194 300 87 8 Match
275 210 185 344 215 9 94 109 261 72 43 37 212 129 60 "No Match"
350 285 142 162 49 175 240 109 298 256 312 321 149 151 185 "No Match"
3 222 301 26 28 347 89 5 321 36 225 48 59 39 112 "No Match"
359 264 131 254 63 243 109 95 226 47 15 338 175 122 318 "No Match"
214 326 53 318 88 226 51 94 115 40 162 257 148 282 103 "No Match"
73 152 156 9 289 151 360 125 127 80 309 32 36 231 131 "No Match"
26 116 186 230 155 173 93 75 284 188 36 154 235 97 64 "No Match"
7 123 194 58 104 113 282 60 272 131 84 292 187 239 54 "No Match"
351 312 305 347 167 144 53 360 244 354 93 17 212 136 284 "No Match"
319 214 42 111 113 329 286 329 276 263 124 241 193 334 79 Match
220 300 14 304 94 329 348 97 150 271 174 265 214 68 275 "No Match"
183 235 273 207 185 164 200 23 56 255 43 60 276 284 327 "No Match"
91 269 28 281 132 364 365 153 218 269 166 130 213 142 253 Match
4 252 269 107 208 62 139 186 65 235 41 16 173 117 253 "No Match"
276 300 356 181 31 344 297 23 264 210 73 14 168 301 199 "No Match"
17 328 191 50 4 99 260 228 215 109 135 56 201 298 142 "No Match"
51 192 288 141 329 219 361 145 188 355 326 170 181 356 235 "No Match"
364 312 349 106 340 129 269 109 211 284 20 307 56 334 92 "No Match"
189 248 300 33 91 279 309 195 269 114 44 33 103 344 210 Match
1 31 360 176 9 209 146 329 152 11 143 193 240 362 205 "No Match"
98 336 345 302 183 335 218 72 30 319 7 129 243 93 180 "No Match"
235 345 365 183 182 257 295 290 88 238 273 292 336 145 361 "No Match"
98 360 318 51 37 75 39 268 128 224 232 20 32 218 58 "No Match"
48 13 260 135 294 73 345 161 336 97 292 44 331 262 303 "No Match"
57 73 231 217 91 131 304 110 242 245 172 66 161 362 79 "No Match"
289 145 352 26 61 320 119 161 97 101 254 289 78 103 115 Match
224 192 180 39 270 225 318 224 360 85 277 69 161 283 316 Match
318 362 285 218 192 68 196 255 278 216 240 304 75 330 327 "No Match"
277 110 325 184 362 221 217 270 342 271 348 56 105 78 102 "No Match"
253 56 209 329 264 209 88 32 132 183 168 4 21 348 296 Match
6 14 126 89 283 287 360 3 175 29 217 363 178 212 54 "No Match"
57 178 3 277 323 166 99 251 153 127 127 32 307 116 164 Match
103 248 315 154 319 86 212 223 76 364 338 291 315 132 36 Match
258 81 304 241 177 15 123 355 162 168 94 329 224 27 271 "No Match"
327 201 54 41 299 234 10 200 353 113 332 179 76 267 106 "No Match"
319 253 163 63 241 97 261 340 303 52 84 325 61 64 329 "No Match"
361 273 57 263 74 69 241 197 98 132 354 163 331 289 157 "No Match"
22 223 147 309 99 83 297 354 297 340 256 221 198 50 18 Match
50 67 12 260 235 258 111 153 249 156 280 234 323 107 249 Match
136 238 198 83 196 274 154 64 194 261 171 313 35 127 200 "No Match"
59 15 150 208 238 72 261 87 325 165 335 21 361 265 274 "No Match"
254 244 246 303 254 207 291 39 328 207 296 347 87 59 282 Match
92 234 235 152 82 176 304 77 325 205 141 25 328 307 211 "No Match"
237 359 234 335 324 79 358 174 12 300 245 321 12 294 284 Match
185 134 171 124 67 159 117 155 90 282 11 238 162 343 353 "No Match"
178 36 299 83 33 252 45 229 321 117 168 71 41 297 80 "No Match"
224 316 158 74 43 87 290 95 150 141 274 203 151 197 305 "No Match"
53 359 242 126 135 24 200 202 86 360 88 110 49 74 95 "No Match"
211 200 247 269 91 16 301 265 322 359 310 357 43 300 7 "No Match"
107 44 127 19 188 202 297 34 238 192 304 35 199 161 136 "No Match"
175 195 324 300 319 328 47 88 153 148 212 7 198 290 110 "No Match"
82 105 52 148 187 193 347 194 32 111 206 272 16 283 74 "No Match"
27 215 72 174 30 114 238 133 10 40 194 81 252 212 87 "No Match"
248 230 331 163 245 287 37 124 348 160 233 22 71 298 113 "No Match"
273 124 220 341 158 356 98 334 172 190 266 329 20 176 292 "No Match"
286 151 365 5 231 201 289 188 309 242 159 6 171 315 41 "No Match"
18 126 128 212 73 219 343 264 132 264 261 301 256 257 174 Match
94 97 130 6 260 83 349 83 223 86 34 131 256 218 233 Match
239 112 160 125 264 278 62 96 5 45 26 71 269 333 358 "No Match"
223 326 252 193 287 182 60 208 217 9 134 241 105 288 247 "No Match"
148 4 135 227 143 128 282 37 186 172 113 280 210 364 152 "No Match"
354 272 150 357 77 347 153 195 82 269 349 259 31 271 81 "No Match"
326 200 66 303 329 83 46 172 273 44 180 206 332 7 139 "No Match"
144 314 220 84 214 205 331 17 326 239 236 40 8 332 239 Match
80 1 32 182 298 272 249 94 337 181 266 320 89 280 206 "No Match"
284 338 107 262 298 103 80 159 280 140 40 264 105 162 269 "No Match"
287 62 158 97 341 122 18 154 223 239 195 86 296 162 185 "No Match"
175 79 329 19 22 4 177 139 262 168 116 208 315 14 343 "No Match"
266 35 171 208 2 307 52 205 322 215 157 358 73 365 293 "No Match"
207 135 89 169 128 212 178 143 327 77 166 359 250 111 273 "No Match"
201 120 252 351 179 257 65 253 111 146 277 228 275 179 301 Match
308 290 44 325 344 253 348 268 25 296 170 360 215 212 54 "No Match"
29 307 348 78 323 96 84 299 287 59 297 7 6 211 205 "No Match"
89 167 313 35 138 282 196 152 352 309 62 283 205 292 159 "No Match"
290 204 289 176 124 318 153 90 214 258 357 338 112 58 317 "No Match"
312 56 87 70 1 140 210 60 326 174 149 286 34 22 157 "No Match"
54 239 20 60 34 295 254 44 363 122 301 141 266 335 345 "No Match"
124 91 189 148 176 352 2 9 2 299 196 266 290 97 43 Match
269 335 70 114 256 195 283 96 276 1 295 32 341 248 349 "No Match"
273 316 19 242 134 340 18 56 79 212 276 87 116 329 116 Match
364 31 255 63 79 174 34 98 301 280 311 53 213 195 134 "No Match"
208 256 165 87 296 206 316 127 85 234 333 328 110 350 66 "No Match"
297 205 288 62 93 200 199 297 21 60 103 318 283 103 66 Match
338 180 14 103 325 103 157 253 224 268 150 231 298 232 303 "No Match"
306 59 70 311 281 304 276 234 197 5 258 326 19 155 209 "No Match"
69 334 62 142 220 281 24 76 281 178 210 13 357 337 43 Match
251 284 81 305 283 213 99 131 351 302 155 358 207 52 229 "No Match"
196 215 24 347 19 302 67 107 149 248 346 214 103 321 59 "No Match"
196 303 313 278 350 262 256 197 143 186 291 136 49 116 25 "No Match"
33 182 112 54 282 129 299 53 248 162 169 23 67 256 268 "No Match"
287 233 322 278 207 247 234 82 176 298 16 165 316 257 21 "No Match"
319 142 224 181 347 247 354 193 100 58 358 70 263 282 236 "No Match"
8 318 255 21 221 243 292 131 19 184 301 62 108 48 123 "No Match"
354 94 45 323 271 32 301 249 188 230 34 15 360 55 277 "No Match"
319 266 18 316 70 35 278 199 17 59 58 265 15 307 170 "No Match"
214 36 138 314 121 277 33 27 23 308 155 319 42 271 306 "No Match"
48 298 235 120 280 221 292 64 363 188 202 20 234 67 133 "No Match"
7 283 71 28 45 91 323 113 343 244 54 46 273 319 139 "No Match"
136 244 325 90 55 94 201 142 208 148 278 53 276 196 96 "No Match"
284 321 150 228 280 327 255 111 30 175 294 24 280 265 324 Match
288 272 75 132 335 240 363 201 257 59 189 298 41 15 135 "No Match"
355 225 12 226 344 16 276 4 60 105 184 101 273 9 186 "No Match"
114 141 92 286 183 230 63 350 262 48 331 305 309 31 352 "No Match"
148 351 69 107 137 87 72 329 51 239 351 52 249 97 217 Match
191 3 240 9 274 46 244 240 266 150 257 232 300 12 276 Match
168 66 252 150 165 331 66 109 76 39 273 274 333 194 256 Match
73 111 171 278 221 301 264 53 193 354 107 39 318 348 254 "No Match"
222 181 83 339 274 256 157 26 12 298 306 82 235 37 279 "No Match"
259 74 4 179 330 1 212 13 343 216 213 135 299 285 237 Match
358 172 210 175 297 357 156 6 104 287 144 224 330 356 40 "No Match"
74 345 223 21 166 120 233 303 328 166 288 339 256 293 310 Match
324 21 65 23 345 105 224 108 140 152 81 272 311 53 283 "No Match"
24 3 153 165 94 199 52 206 210 273 10 105 331 118 216 "No Match"
362 109 5 51 51 91 290 182 290 53 127 309 19 235 326 Match
139 231 331 189 105 222 182 243 211 190 239 32 340 132 250 "No Match"
84 336 181 13 249 167 24 261 338 128 208 337 114 4 177 "No Match"
100 245 286 47 203 292 15 176 325 66 350 37 112 241 71 "No Match"
319 244 117 5 237 63 323 272 255 355 146 267 343 199 333 "No Match"
323 84 103 197 164 177 73 107 246 190 126 18 2 35 287 "No Match"
227 188 32 30 72 325 76 213 239 28 121 199 109 159 323 "No Match"
286 95 257 48 171 38 165 192 176 73 304 139 88 285 325 "No Match"
294 147 149 312 5 263 243 268 107 190 260 218 233 133 244 "No Match"
139 56 78 6 247 12 259 66 303 6 50 248 110 322 213 Match
191 255 229 337 107 128 159 149 176 10 140 244 219 108 38 "No Match"
44 352 14 198 155 335 42 190 231 177 80 235 294 197 14 Match
293 79 55 176 31 60 202 14 239 7 229 61 308 246 300 "No Match"
32 31 124 43 109 157 296 195 204 281 16 112 220 52 143 "No Match"
102 262 121 226 209 175 267 237 105 91 182 61 139 20 262 Match
107 30 252 281 285 205 322 1 93 214 46 277 244 335 2 "No Match"
153 292 38 125 203 44 20 128 97 238 91 8 165 314 261 "No Match"
67 29 204 222 8 176 222 10 158 238 253 305 241 52 251 Match
192 12 157 346 341 247 80 59 178 132 348 90 310 295 154 "No Match"
40 166 164 365 59 249 211 251 86 147 319 152 157 190 19 "No Match"
339 240 89 166 126 213 271 228 210 288 231 343 125 209 283 "No Match"
184 27 207 239 104 267 245 84 22 145 43 297 307 142 199 "No Match"
16 132 250 222 268 185 364 271 198 99 257 113 30 123 197 "No Match"
184 181 338 128 13 192 77 321 106 264 203 299 275 141 27 "No Match"
340 262 305 267 241 364 200 313 193 195 191 53 127 255 256 "No Match"
277 338 359 120 124 154 32 2 25 167 256 268 356 135 171 "No Match"
241 224 208 342 107 64 332 152 6 95 264 303 239 275 348 "No Match"
66 26 355 7 324 131 324 56 232 60 182 316 200 156 203 Match
264 361 228 364 18 220 248 294 122 274 358 261 262 47 288 "No Match"
249 181 223 91 207 256 308 111 207 128 249 347 354 17 14 Match
43 214 19 9 205 27 55 135 37 120 165 43 5 249 129 Match
58 322 38 15 194 218 5 312 28 23 72 155 296 38 109 Match
317 278 335 64 352 222 234 46 351 72 125 247 211 296 314 "No Match"
316 161 161 28 252 296 82 14 267 85 355 347 289 300 41 Match
7 201 36 128 64 162 308 251 264 347 160 45 232 38 356 "No Match"
17 38 284 159 143 174 217 107 114 57 241 197 352 43 275 "No Match"
301 52 102 149 203 332 50 254 53 169 126 197 51 331 210 "No Match"
76 253 154 296 314 78 81 5 199 243 68 343 305 342 186 "No Match"
103 61 98 124 79 225 354 80 233 234 217 232 175 83 71 "No Match"
53 161 234 326 319 126 266 241 202 58 50 223 267 89 14 "No Match"
204 336 325 55 275 154 323 62 337 264 142 108 253 1 52 "No Match"
56 299 59 32 290 300 47 52 303 274 48 335 310 184 137 "No Match"
256 115 26 183 130 152 111 111 62 342 267 216 100 25 221 Match
244 304 360 92 36 337 219 17 287 188 240 341 336 222 356 "No Match"
171 13 300 184 326 91 216 1 351 231 71 54 227 254 259 "No Match"
86 256 7 344 166 309 283 117 19 34 66 265 322 221 260 "No Match"
195 277 356 1 101 241 89 62 160 265 70 107 219 219 191 Match
248 173 35 141 226 26 210 32 90 345 319 39 236 362 257 "No Match"
38 61 265 96 145 80 216 170 68 297 159 173 364 15 332 "No Match"
208 95 114 264 341 327 43 272 224 116 96 269 356 76 271 "No Match"
86 290 65 306 177 321 244 67 95 14 291 273 309 227 357 "No Match"
213 343 84 123 330 332 75 39 341 213 33 71 324 364 267 Match
170 71 271 181 94 204 354 150 174 265 7 297 175 226 137 "No Match"
105 66 202 48 195 121 45 216 203 18 139 66 177 286 30 Match
278 82 207 4 338 231 80 129 34 257 169 175 184 271 242 "No Match"
86 170 134 271 269 147 90 299 90 299 196 249 137 51 171 Match
322 213 217 235 140 262 35 308 170 348 41 315 204 105 75 "No Match"
35 293 354 210 73 29 66 93 327 226 330 99 123 323 334 "No Match"
13 140 176 107 18 32 234 247 249 180 39 176 135 39 161 Match
2 283 8 331 281 247 359 331 31 49 78 216 74 79 216 Match
276 332 70 147 15 223 343 179 243 49 48 285 145 294 239 "No Match"
149 252 256 102 297 111 157 222 23 320 21 221 211 49 227 "No Match"
185 364 70 200 70 269 34 104 92 247 287 62 213 284 107 Match
129 358 262 35 325 253 168 31 352 199 328 105 260 179 294 "No Match"
236 28 70 335 326 286 215 349 181 35 84 98 290 334 212 "No Match"
288 186 156 325 4 258 288 365 34 323 119 203 354 104 215 Match
343 49 74 249 155 147 193 173 168 36 65 179 237 323 317 "No Match"
283 146 342 309 62 30 167 159 358 162 46 309 178 212 312 Match
191 358 128 16 168 101 287 68 331 334 13 92 11 228 142 "No Match"
220 92 129 182 176 138 213 329 213 148 266 202 219 125 38 Match
285 192 297 241 101 328 215 17 158 63 279 222 292 349 8 "No Match"
71 141 229 163 189 86 98 47 268 352 84 11 189 23 297 Match
53 233 231 258 342 75 186 100 248 345 246 51 223 244 183 "No Match"
49 339 283 104 359 136 360 167 212 136 52 198 231 349 213 Match
296 360 200 69 347 11 216 213 202 164 161 267 135 22 357 "No Match"
32 168 223 297 120 349 220 309 180 54 281 85 327 60 17 "No Match"
314 9 130 215 263 114 297 318 232 32 121 338 67 179 225 "No Match"
216 88 232 96 172 196 266 132 317 313 64 355 278 177 209 "No Match"
