Bday1 Bday2 Bday3 Bday4 Bday5 Bday6 Bday7 Bday8 Bday9 Bday10 Bday11 Bday12 Bday13 Bday14 Bday15 "Same Birthday"
237 220 90 72 304 219 121 202 293 343 166 288 231 95 300 "No Match"
140 275 217 317 330 165 275 221 151 97 360 72 143 361 143 Match
223 64 23 315 149 208 31 133 109 31 9 124 363 181 261 Match
260 58 228 340 167 258 316 134 168 276 294 241 154 301 284 "No Match"
339 252 233 354 240 278 268 274 1 8 361 17 224 252 67 Match
138 288 275 234 140 201 146 344 4 114 184 88 91 139 250 "No Match"
83 234 158 313 16 294 168 234 37 197 147 255 298 118 293 Match
170 330 34 111 252 314 158 219 254 275 24 276 120 88 171 "No Match"
300 122 85 332 290 244 359 58 333 205 124 258 242 21 333 Match
86 135 141 12 29 137 334 331 302 175 25 95 85 275 84 "No Match"
308 288 224 319 326 208 73 103 119 248 118 255 187 198 173 "No Match"
171 308 103 320 68 293 331 303 226 222 350 89 2 111 109 "No Match"
288 22 141 100 287 312 216 222 113 83 119 110 336 111 97 "No Match"
294 72 151 224 251 111 359 58 86 238 348 304 81 121 261 "No Match"
226 349 126 39 170 133 101 11 217 338 273 142 212 99 164 "No Match"
22 240 278 86 87 284 106 69 157 29 316 277 188 90 362 "No Match"
24 5 335 235 136 339 28 307 299 180 195 49 108 58 113 "No Match"
268 155 23 116 198 302 24 3 125 269 335 264 62 185 106 "No Match"
355 231 28 237 365 322 355 251 361 72 295 111 350 242 267 Match
293 343 19 101 44 7 335 296 116 90 52 319 61 71 44 Match
163 120 126 98 76 336 47 302 218 337 180 193 31 133 12 "No Match"
186 249 44 63 23 350 12 193 298 166 97 140 118 16 1 "No Match"
206 45 186 68 201 275 185 329 77 262 187 114 99 293 135 "No Match"
134 172 187 351 362 14 132 223 140 290 10 331 167 170 16 "No Match"
291 212 187 48 214 342 172 7 95 15 250 111 43 275 208 "No Match"
328 196 250 214 297 122 211 179 221 35 310 190 217 167 164 "No Match"
204 83 365 124 200 205 281 303 177 132 289 229 16 134 317 "No Match"
359 224 336 127 223 97 102 211 225 345 278 176 111 278 106 Match
131 120 224 256 73 53 118 208 33 281 178 158 147 49 221 "No Match"
339 212 215 136 143 73 187 100 257 140 109 331 74 286 330 "No Match"
262 234 169 133 183 292 290 152 299 71 209 234 204 280 293 Match
284 52 29 71 68 157 194 325 95 116 79 57 345 203 254 "No Match"
30 1 327 249 63 136 290 282 283 262 100 69 215 111 59 "No Match"
332 223 363 2 214 264 190 94 166 341 322 332 43 59 113 Match
108 329 243 1 253 247 326 26 202 38 264 167 78 211 223 Match
211 43 361 256 346 63 46 158 56 124 222 254 9 96 325 "No Match"
196 243 188 91 338 298 261 94 82 315 68 110 261 235 120 Match
59 212 299 278 179 123 348 134 20 362 264 156 354 355 320 "No Match"
302 32 22 264 22 315 203 363 107 227 12 97 204 169 240 Match
364 225 165 90 92 289 304 198 308 363 48 309 272 1 343 "No Match"
40 145 135 196 210 232 240 251 66 121 131 308 13 55 257 "No Match"
160 110 355 273 208 32 264 266 93 149 115 68 139 167 94 "No Match"
73 221 194 245 221 227 192 163 240 142 231 352 127 347 352 Match
333 137 67 68 117 65 205 23 220 5 216 239 45 22 92 "No Match"
210 127 317 152 350 166 60 354 250 132 223 334 340 297 189 "No Match"
76 30 216 356 303 56 154 235 159 24 193 221 338 12 160 "No Match"
256 264 257 364 363 340 256 243 170 309 163 232 114 262 93 Match
231 266 265 7 338 86 291 19 225 307 132 248 260 129 18 "No Match"
89 254 346 291 178 7 170 104 230 241 314 127 67 253 279 "No Match"
104 279 269 360 220 12 58 127 188 73 221 251 70 269 316 Match
313 286 264 171 88 180 264 108 88 30 231 300 182 92 78 Match
126 135 288 200 217 158 252 248 352 331 91 245 125 181 360 "No Match"
85 6 298 362 134 195 67 143 350 255 282 359 37 60 293 "No Match"
179 313 91 241 211 25 298 77 142 110 288 229 219 203 173 "No Match"
93 51 222 173 225 286 154 172 69 348 33 243 117 22 31 "No Match"
240 282 292 294 68 81 235 71 72 39 30 197 265 100 281 "No Match"
231 325 80 331 353 167 286 7 78 257 160 99 105 41 82 "No Match"
113 265 266 86 42 95 238 149 313 220 211 40 360 187 212 "No Match"
269 117 222 300 52 191 177 347 14 325 173 145 265 288 364 "No Match"
130 138 285 321 326 186 161 363 229 187 38 253 357 227 298 "No Match"
206 250 80 22 123 271 303 124 184 130 19 65 23 32 3 "No Match"
264 12 296 253 350 227 174 63 97 103 289 167 39 288 307 "No Match"
213 358 60 360 140 75 9 343 145 364 116 260 47 338 247 "No Match"
232 310 313 333 1 150 100 56 212 235 193 35 158 155 113 "No Match"
144 303 283 258 43 298 91 295 52 172 330 271 289 251 71 "No Match"
260 320 86 355 322 162 318 67 94 330 336 56 207 109 268 "No Match"
212 199 153 250 116 215 320 178 167 137 68 4 349 337 155 "No Match"
165 357 357 329 3 339 85 358 107 336 288 210 97 262 83 Match
234 32 224 214 148 293 60 306 161 65 59 257 238 249 228 "No Match"
27 137 137 266 332 96 32 248 148 277 157 131 295 152 98 Match
51 268 124 336 204 101 310 225 106 283 355 219 365 348 180 "No Match"
284 24 249 32 322 131 30 159 70 29 120 93 294 48 53 "No Match"
120 211 69 16 112 274 23 56 175 125 79 18 211 236 185 Match
215 206 72 214 35 155 244 138 229 26 4 167 70 300 314 "No Match"
301 103 344 320 67 284 82 198 4 364 276 87 339 228 99 "No Match"
317 325 365 18 220 182 156 171 249 236 12 62 217 230 341 "No Match"
293 208 262 204 74 322 97 276 298 102 238 161 167 47 296 "No Match"
233 330 312 22 25 168 334 101 223 98 346 278 108 244 219 "No Match"
346 208 55 122 339 259 87 242 200 244 307 263 227 119 329 "No Match"
301 190 284 285 90 2 205 233 279 298 218 141 185 326 234 "No Match"
91 122 209 343 359 52 15 300 161 363 7 298 275 214 279 "No Match"
302 290 129 236 276 269 257 325 255 283 23 320 347 188 125 "No Match"
43 362 99 163 204 2 131 67 302 97 321 110 72 38 84 "No Match"
38 232 21 139 88 168 221 202 18 102 155 82 198 336 57 "No Match"
182 194 194 252 292 197 295 9 164 178 4 241 60 241 358 Match
86 292 6 279 21 35 125 208 341 13 355 153 247 267 123 "No Match"
323 93 68 35 215 99 206 187 220 207 76 72 328 65 78 "No Match"
261 41 107 62 222 359 273 363 3 309 323 142 28 246 177 "No Match"
295 340 248 123 12 26 82 23 93 322 277 269 7 173 347 "No Match"
109 208 248 171 129 148 145 320 80 256 203 12 171 126 128 Match
318 348 228 42 271 261 344 312 77 330 288 179 73 186 79 "No Match"
95 364 190 100 85 167 243 287 194 347 1 37 256 305 257 "No Match"
248 169 348 253 216 85 75 143 111 137 105 100 161 27 346 "No Match"
185 231 305 73 34 83 267 75 288 78 319 327 66 178 175 "No Match"
9 41 81 44 287 87 122 216 365 301 158 34 291 25 282 "No Match"
32 60 280 23 208 267 169 269 43 129 333 204 336 13 338 "No Match"
348 319 215 142 253 136 19 157 215 111 133 320 214 64 218 Match
134 188 60 361 328 38 67 50 168 72 1 78 331 349 37 "No Match"
327 190 76 282 230 228 304 140 95 45 42 249 136 242 279 "No Match"
66 103 121 354 99 112 258 82 109 222 238 108 124 29 318 "No Match"
271 185 5 37 275 154 117 280 168 302 112 250 142 297 227 "No Match"
125 332 62 290 327 36 212 60 130 152 156 127 31 198 254 "No Match"
22 25 317 234 304 343 125 39 292 110 227 257 90 185 44 "No Match"
211 308 253 204 230 158 134 106 27 58 48 99 45 22 305 "No Match"
326 347 340 120 20 274 35 44 193 361 171 196 246 215 195 "No Match"
262 300 315 360 83 215 32 300 16 74 9 209 107 38 159 Match
34 157 65 20 331 198 194 11 211 338 304 327 128 322 163 "No Match"
155 155 78 326 329 214 277 93 185 37 121 283 312 142 61 Match
24 224 225 242 98 68 268 33 228 68 160 59 207 222 107 Match
217 336 261 49 339 186 4 131 117 211 287 233 336 214 297 Match
274 270 103 207 25 128 324 320 15 166 125 330 43 204 77 "No Match"
349 153 320 198 292 276 300 95 274 351 35 171 23 35 209 Match
237 153 253 322 34 160 130 335 50 106 81 243 200 109 66 "No Match"
175 188 106 207 237 170 224 159 26 192 269 227 57 156 256 "No Match"
72 67 228 350 109 88 249 229 2 176 97 339 79 315 142 "No Match"
13 323 256 297 292 14 106 90 34 29 27 49 21 350 299 "No Match"
25 88 325 112 177 164 204 300 76 351 336 295 209 249 160 "No Match"
49 332 118 146 336 174 200 201 332 42 287 269 12 23 216 Match
174 216 354 320 328 272 25 95 106 181 147 198 92 184 256 "No Match"
12 112 230 3 11 152 216 87 319 142 232 356 309 117 245 "No Match"
65 265 212 98 108 166 51 241 204 332 236 315 50 301 145 "No Match"
251 8 45 1 322 92 341 55 210 150 158 26 169 185 344 Match
216 178 232 196 323 147 232 280 162 209 51 10 298 222 304 Match
50 129 355 297 312 285 206 4 122 260 311 200 92 231 48 "No Match"
318 227 24 235 105 269 311 336 356 36 275 25 66 189 50 "No Match"
68 201 215 31 269 80 85 214 91 148 196 171 158 51 307 "No Match"
300 60 224 37 327 158 41 42 82 226 259 339 204 198 104 "No Match"
157 347 274 56 170 195 115 157 268 320 315 225 199 35 120 Match
12 297 341 269 303 140 167 112 254 75 204 334 75 152 340 Match
12 21 73 315 117 282 148 167 103 150 224 351 325 96 157 "No Match"
72 275 162 236 176 225 26 17 265 33 266 241 48 162 274 Match
118 102 181 17 27 122 284 33 102 79 76 205 52 342 225 Match
178 218 342 21 283 186 205 167 89 292 59 299 16 69 4 "No Match"
7 272 280 12 198 158 13 340 7 214 127 196 346 2 302 Match
88 128 365 310 345 189 292 303 105 101 58 131 64 218 42 "No Match"
44 179 126 122 183 303 302 25 280 124 351 51 96 62 262 "No Match"
220 360 82 251 101 275 14 197 162 17 21 333 32 151 140 "No Match"
342 300 309 165 222 312 141 37 246 221 107 36 144 236 166 "No Match"
146 241 214 282 28 162 257 143 206 220 10 117 265 23 202 "No Match"
320 80 185 125 107 167 8 303 342 64 265 243 197 337 357 "No Match"
221 3 323 126 203 18 15 270 240 337 220 365 355 92 274 "No Match"
329 259 5 291 98 334 212 189 164 233 345 326 263 170 2 "No Match"
282 272 352 151 174 280 337 156 155 192 228 260 249 54 96 "No Match"
290 97 158 290 233 223 100 248 333 246 302 355 364 237 35 Match
333 119 37 121 339 343 313 341 180 87 210 334 362 63 280 "No Match"
341 184 188 214 187 120 137 128 140 34 236 301 34 236 179 Match
19 288 69 325 119 199 4 156 200 358 3 148 86 247 303 "No Match"
290 353 98 216 256 290 26 104 114 261 112 256 326 294 315 Match
330 234 160 336 200 339 50 7 186 343 129 301 276 74 68 "No Match"
148 150 332 114 153 170 73 339 217 303 9 140 361 319 24 "No Match"
300 16 164 150 271 185 303 261 313 162 359 39 141 52 94 "No Match"
21 45 143 83 66 208 15 45 292 23 177 281 119 300 276 Match
362 249 362 345 240 246 93 257 249 186 178 75 313 200 224 Match
138 43 266 235 49 134 168 204 324 300 343 34 168 228 226 Match
201 108 91 152 48 318 25 336 74 32 343 57 346 66 60 "No Match"
230 196 62 356 66 128 349 340 89 163 91 27 228 161 174 "No Match"
347 279 162 214 144 4 299 277 233 161 238 203 203 180 343 Match
1 104 117 312 59 44 97 313 345 154 35 273 69 124 100 "No Match"
6 195 215 192 58 215 3 187 336 214 74 229 248 352 249 Match
151 192 70 52 262 155 182 172 268 33 120 287 327 281 273 "No Match"
287 81 107 239 123 27 222 363 341 23 104 26 283 346 238 "No Match"
160 228 124 356 152 36 25 19 189 265 297 306 307 339 112 "No Match"
346 251 14 75 92 334 152 102 48 193 277 240 155 156 8 "No Match"
48 339 226 357 166 273 135 74 22 93 60 284 102 216 348 "No Match"
241 69 274 311 150 17 148 173 324 86 144 299 316 38 228 "No Match"
362 99 210 129 277 253 320 334 126 263 239 326 137 106 55 "No Match"
39 221 314 99 266 162 274 338 361 194 189 36 156 172 301 "No Match"
26 181 164 20 163 122 206 250 186 246 72 21 269 292 163 Match
236 195 34 294 300 99 210 273 267 250 115 63 359 345 16 "No Match"
159 140 37 211 348 209 19 123 283 61 305 252 101 314 170 "No Match"
55 225 193 226 3 8 1 44 69 173 187 333 65 191 244 "No Match"
262 260 279 84 19 122 324 294 9 320 244 85 178 5 217 "No Match"
113 338 174 309 37 292 113 39 41 357 152 187 8 256 224 Match
260 68 336 357 99 227 301 260 79 156 240 188 345 113 162 Match
342 132 118 310 180 55 321 257 159 173 231 343 167 33 148 "No Match"
207 130 114 171 98 52 23 41 13 298 82 144 136 252 337 "No Match"
142 117 174 321 183 208 322 45 63 152 25 172 150 161 65 "No Match"
169 334 204 45 52 5 22 217 357 253 143 355 230 337 308 "No Match"
60 278 326 236 9 282 65 326 269 191 312 346 162 80 70 Match
270 160 2 57 32 25 357 326 229 112 340 342 273 132 323 "No Match"
41 139 313 275 89 282 138 364 281 136 114 89 105 123 136 Match
36 133 122 25 230 55 325 111 36 110 116 362 249 112 152 Match
173 97 323 22 29 224 188 235 243 320 6 24 28 354 133 "No Match"
70 101 46 251 270 162 335 287 274 56 194 70 277 273 46 Match
324 221 141 362 152 69 253 175 210 291 22 257 287 150 12 "No Match"
127 353 87 97 227 143 91 187 74 43 323 11 13 147 262 "No Match"
152 283 30 36 18 153 282 208 354 238 227 11 358 124 203 "No Match"
215 308 129 161 306 86 313 4 244 4 363 338 2 330 117 Match
137 48 227 307 190 165 290 141 22 349 302 133 181 258 128 "No Match"
190 240 226 129 353 289 163 326 187 55 72 232 42 1 167 "No Match"
335 320 239 94 107 284 344 18 78 73 89 316 249 77 253 "No Match"
87 241 340 161 296 165 50 203 322 120 262 15 7 245 316 "No Match"
96 204 16 338 336 206 194 343 242 238 86 162 115 75 38 "No Match"
328 331 58 104 9 111 102 152 197 329 89 316 244 88 331 Match
49 104 158 314 301 141 78 146 101 78 165 328 346 107 268 Match
209 321 202 112 56 359 44 323 59 346 341 19 18 15 27 "No Match"
68 89 347 12 269 56 187 187 228 150 302 198 92 361 157 Match
353 260 297 179 105 46 134 322 39 39 233 79 62 260 363 Match
309 226 126 145 282 332 181 104 331 246 148 84 149 49 129 "No Match"
24 114 284 111 136 243 227 5 180 63 61 63 7 88 232 Match
225 310 344 276 339 77 280 175 104 170 352 259 334 146 327 "No Match"
177 150 242 11 25 66 237 264 246 310 273 27 293 89 36 "No Match"
281 343 138 73 11 305 261 265 251 2 173 31 312 230 325 "No Match"
236 200 28 215 242 235 82 365 12 150 297 27 271 237 166 "No Match"
254 66 365 23 215 149 106 87 300 172 290 330 259 87 347 Match
185 214 339 339 165 328 99 84 60 88 176 300 60 164 262 Match
159 231 277 47 259 345 203 130 28 57 209 236 312 236 92 Match
346 159 304 347 236 140 288 84 131 254 60 250 260 296 78 "No Match"
117 204 142 5 260 51 240 228 267 109 215 47 6 85 346 "No Match"
335 176 197 66 339 287 115 252 278 43 56 45 76 213 172 "No Match"
189 207 67 55 106 109 196 309 139 143 20 106 203 246 234 Match
341 202 318 239 294 326 273 1 243 246 171 200 12 82 64 "No Match"
343 89 355 62 356 338 97 99 201 132 338 270 322 122 107 Match
32 237 363 26 170 163 17 40 132 173 42 10 31 126 47 "No Match"
275 248 110 346 233 327 202 209 310 13 124 130 314 230 94 "No Match"
285 163 118 75 126 364 365 119 235 327 306 226 124 223 43 "No Match"
325 250 224 158 92 309 354 243 212 100 195 252 337 211 174 "No Match"
239 278 173 301 339 18 240 181 231 198 55 331 307 229 238 "No Match"
318 122 280 346 84 131 105 358 86 178 231 302 113 77 131 Match
22 279 351 37 242 262 179 335 81 168 34 201 288 312 163 "No Match"
85 220 280 134 334 35 37 334 236 306 279 281 203 186 4 Match
233 300 143 272 28 152 261 325 329 293 296 134 73 138 144 "No Match"
37 45 215 155 101 119 35 97 178 72 153 215 132 156 114 Match
203 212 98 334 246 44 294 303 145 139 324 297 151 317 301 "No Match"
146 66 166 86 64 315 57 174 49 231 360 11 267 184 191 "No Match"
109 66 298 120 207 71 266 225 110 98 44 235 310 24 356 "No Match"
92 6 211 197 221 149 116 89 171 158 210 45 336 85 204 "No Match"
112 180 312 104 225 65 132 63 296 78 232 73 170 360 321 "No Match"
47 316 68 102 358 32 248 149 307 271 151 359 269 152 198 "No Match"
179 42 197 3 256 296 216 158 331 311 152 48 354 150 182 "No Match"
149 346 39 177 160 320 35 211 293 24 104 301 106 132 213 "No Match"
247 123 18 229 53 185 1 317 313 291 56 215 195 270 309 "No Match"
174 205 212 3 84 317 27 313 144 122 44 109 300 140 258 "No Match"
156 323 235 200 303 67 300 197 285 254 75 22 333 134 20 "No Match"
255 111 194 48 179 166 51 267 115 247 43 99 333 281 121 "No Match"
208 210 269 242 293 4 38 157 156 68 4 362 201 7 70 Match
339 81 252 190 121 175 140 300 97 61 106 7 242 284 173 "No Match"
35 175 317 86 237 125 282 249 59 260 112 168 104 199 271 "No Match"
266 317 338 275 362 316 7 112 225 252 334 56 201 125 249 "No Match"
27 259 280 32 68 297 183 56 211 27 359 92 362 21 213 Match
307 33 111 41 127 131 109 173 226 87 331 212 333 205 188 "No Match"
265 188 55 122 300 177 133 274 83 273 251 335 311 193 240 "No Match"
226 69 7 304 196 5 346 232 290 138 141 248 289 272 312 "No Match"
52 101 187 344 144 6 298 90 274 124 49 348 311 255 270 "No Match"
281 57 271 245 105 170 335 184 200 52 173 46 143 216 139 "No Match"
28 357 38 199 239 35 334 219 54 43 256 284 361 289 189 "No Match"
273 173 177 352 332 346 52 293 113 333 203 249 16 192 346 Match
51 94 157 200 212 49 5 287 127 174 149 140 81 323 8 "No Match"
154 186 338 248 88 324 361 121 157 307 172 325 239 218 60 "No Match"
159 281 124 129 265 51 43 27 139 158 257 298 220 58 336 "No Match"
222 143 350 124 101 9 62 160 186 305 160 269 130 341 343 Match
110 1 234 15 251 100 103 191 263 21 274 221 210 124 309 "No Match"
95 258 253 281 170 228 258 38 162 336 214 250 344 327 74 Match
210 95 320 195 272 185 125 138 147 337 88 183 276 14 152 "No Match"
147 169 160 155 131 305 336 351 145 213 213 365 284 8 294 Match
174 352 346 321 256 142 195 325 346 177 53 358 11 321 79 Match
11 120 248 57 213 317 106 305 179 207 3 260 300 22 13 "No Match"
40 106 16 82 16 55 246 110 121 270 88 128 164 310 308 Match
114 318 343 250 187 322 37 59 194 360 147 214 28 349 248 "No Match"
255 304 283 315 362 66 49 292 342 247 33 268 86 306 354 "No Match"
254 109 87 151 182 94 310 53 17 287 90 101 362 37 78 "No Match"
337 128 233 108 146 240 171 359 63 326 340 33 85 130 237 "No Match"
188 334 208 205 310 27 139 85 77 307 144 261 4 251 55 "No Match"
160 337 341 187 210 181 242 11 255 170 144 133 239 178 218 "No Match"
218 257 72 152 272 336 126 143 267 232 106 39 15 327 235 "No Match"
252 313 86 350 70 63 106 50 213 301 167 194 227 323 44 "No Match"
142 142 145 18 273 172 216 249 123 357 244 337 192 124 43 Match
214 308 87 324 133 99 295 117 320 298 118 360 131 191 236 "No Match"
296 52 158 144 107 97 229 67 203 172 36 124 58 323 195 "No Match"
